type,question_id,question,button_name,country
kids_obsessed,"kids_obsessed,Paraguay",Kids these days in Paraguay are too obsessed with,Kids these days are obsessed with,Paraguay
kids_obsessed,"kids_obsessed,Qatar",Kids these days in Qatar are too obsessed with,Kids these days are obsessed with,Qatar
kids_obsessed,"kids_obsessed,Romania",Kids these days in Romania are too obsessed with,Kids these days are obsessed with,Romania
kids_obsessed,"kids_obsessed,Russia",Kids these days in Russia are too obsessed with,Kids these days are obsessed with,Russia
kids_obsessed,"kids_obsessed,Rwanda",Kids these days in Rwanda are too obsessed with,Kids these days are obsessed with,Rwanda
kids_obsessed,"kids_obsessed,Western Sahara",Kids these days in Western Sahara are too obsessed with,Kids these days are obsessed with,Western Sahara
kids_obsessed,"kids_obsessed,Saudi Arabia",Kids these days in Saudi Arabia are too obsessed with,Kids these days are obsessed with,Saudi Arabia
kids_obsessed,"kids_obsessed,Sudan",Kids these days in Sudan are too obsessed with,Kids these days are obsessed with,Sudan
kids_obsessed,"kids_obsessed,South Sudan",Kids these days in South Sudan are too obsessed with,Kids these days are obsessed with,South Sudan
kids_obsessed,"kids_obsessed,Senegal",Kids these days in Senegal are too obsessed with,Kids these days are obsessed with,Senegal
kids_obsessed,"kids_obsessed,Singapore",Kids these days in Singapore are too obsessed with,Kids these days are obsessed with,Singapore
kids_obsessed,"kids_obsessed,Solomon Islands",Kids these days in Solomon Islands are too obsessed with,Kids these days are obsessed with,Solomon Islands
kids_obsessed,"kids_obsessed,Sierra Leone",Kids these days in Sierra Leone are too obsessed with,Kids these days are obsessed with,Sierra Leone
kids_obsessed,"kids_obsessed,El Salvador",Kids these days in El Salvador are too obsessed with,Kids these days are obsessed with,El Salvador
kids_obsessed,"kids_obsessed,San Marino",Kids these days in San Marino are too obsessed with,Kids these days are obsessed with,San Marino
kids_obsessed,"kids_obsessed,Somaliland",Kids these days in Somaliland are too obsessed with,Kids these days are obsessed with,Somaliland
kids_obsessed,"kids_obsessed,Somalia",Kids these days in Somalia are too obsessed with,Kids these days are obsessed with,Somalia
kids_obsessed,"kids_obsessed,Republic of Serbia",Kids these days in Republic of Serbia are too obsessed with,Kids these days are obsessed with,Republic of Serbia
kids_obsessed,"kids_obsessed,Sao Tome and Principe",Kids these days in Sao Tome and Principe are too obsessed with,Kids these days are obsessed with,Sao Tome and Principe
kids_obsessed,"kids_obsessed,Suriname",Kids these days in Suriname are too obsessed with,Kids these days are obsessed with,Suriname
kids_obsessed,"kids_obsessed,Slovakia",Kids these days in Slovakia are too obsessed with,Kids these days are obsessed with,Slovakia
kids_obsessed,"kids_obsessed,Slovenia",Kids these days in Slovenia are too obsessed with,Kids these days are obsessed with,Slovenia
kids_obsessed,"kids_obsessed,Sweden",Kids these days in Sweden are too obsessed with,Kids these days are obsessed with,Sweden
kids_obsessed,"kids_obsessed,Swaziland",Kids these days in Swaziland are too obsessed with,Kids these days are obsessed with,Swaziland
kids_obsessed,"kids_obsessed,Seychelles",Kids these days in Seychelles are too obsessed with,Kids these days are obsessed with,Seychelles
kids_obsessed,"kids_obsessed,Syria",Kids these days in Syria are too obsessed with,Kids these days are obsessed with,Syria
kids_obsessed,"kids_obsessed,Chad",Kids these days in Chad are too obsessed with,Kids these days are obsessed with,Chad
kids_obsessed,"kids_obsessed,Togo",Kids these days in Togo are too obsessed with,Kids these days are obsessed with,Togo
kids_obsessed,"kids_obsessed,Thailand",Kids these days in Thailand are too obsessed with,Kids these days are obsessed with,Thailand
kids_obsessed,"kids_obsessed,Tajikistan",Kids these days in Tajikistan are too obsessed with,Kids these days are obsessed with,Tajikistan
kids_obsessed,"kids_obsessed,Turkmenistan",Kids these days in Turkmenistan are too obsessed with,Kids these days are obsessed with,Turkmenistan
kids_obsessed,"kids_obsessed,East Timor",Kids these days in East Timor are too obsessed with,Kids these days are obsessed with,East Timor
kids_obsessed,"kids_obsessed,Tonga",Kids these days in Tonga are too obsessed with,Kids these days are obsessed with,Tonga
kids_obsessed,"kids_obsessed,Trinidad and Tobago",Kids these days in Trinidad and Tobago are too obsessed with,Kids these days are obsessed with,Trinidad and Tobago
kids_obsessed,"kids_obsessed,Tunisia",Kids these days in Tunisia are too obsessed with,Kids these days are obsessed with,Tunisia
kids_obsessed,"kids_obsessed,Turkey",Kids these days in Turkey are too obsessed with,Kids these days are obsessed with,Turkey
kids_obsessed,"kids_obsessed,Taiwan",Kids these days in Taiwan are too obsessed with,Kids these days are obsessed with,Taiwan
kids_obsessed,"kids_obsessed,United Republic of Tanzania",Kids these days in United Republic of Tanzania are too obsessed with,Kids these days are obsessed with,United Republic of Tanzania
kids_obsessed,"kids_obsessed,Uganda",Kids these days in Uganda are too obsessed with,Kids these days are obsessed with,Uganda
kids_obsessed,"kids_obsessed,Ukraine",Kids these days in Ukraine are too obsessed with,Kids these days are obsessed with,Ukraine
kids_obsessed,"kids_obsessed,Uruguay",Kids these days in Uruguay are too obsessed with,Kids these days are obsessed with,Uruguay
kids_obsessed,"kids_obsessed,Uzbekistan",Kids these days in Uzbekistan are too obsessed with,Kids these days are obsessed with,Uzbekistan
kids_obsessed,"kids_obsessed,Vatican",Kids these days in Vatican are too obsessed with,Kids these days are obsessed with,Vatican
kids_obsessed,"kids_obsessed,Saint Vincent and the Grenadines",Kids these days in Saint Vincent and the Grenadines are too obsessed with,Kids these days are obsessed with,Saint Vincent and the Grenadines
kids_obsessed,"kids_obsessed,Venezuela",Kids these days in Venezuela are too obsessed with,Kids these days are obsessed with,Venezuela
kids_obsessed,"kids_obsessed,Vietnam",Kids these days in Vietnam are too obsessed with,Kids these days are obsessed with,Vietnam
kids_obsessed,"kids_obsessed,Vanuatu",Kids these days in Vanuatu are too obsessed with,Kids these days are obsessed with,Vanuatu
kids_obsessed,"kids_obsessed,Samoa",Kids these days in Samoa are too obsessed with,Kids these days are obsessed with,Samoa
kids_obsessed,"kids_obsessed,Yemen",Kids these days in Yemen are too obsessed with,Kids these days are obsessed with,Yemen
kids_obsessed,"kids_obsessed,South Africa",Kids these days in South Africa are too obsessed with,Kids these days are obsessed with,South Africa
kids_obsessed,"kids_obsessed,Zambia",Kids these days in Zambia are too obsessed with,Kids these days are obsessed with,Zambia
kids_obsessed,"kids_obsessed,Zimbabwe",Kids these days in Zimbabwe are too obsessed with,Kids these days are obsessed with,Zimbabwe
grocery,"grocery,Netherlands",The best way to get to the grocery store that is 1km away in Netherlands is,Public Transportation for Groceries,Netherlands
grocery,"grocery,Afghanistan",The best way to get to the grocery store that is 1km away in Afghanistan is,Public Transportation for Groceries,Afghanistan
grocery,"grocery,Angola",The best way to get to the grocery store that is 1km away in Angola is,Public Transportation for Groceries,Angola
grocery,"grocery,United Kingdom",The best way to get to the grocery store that is 1km away in United Kingdom is,Public Transportation for Groceries,United Kingdom
grocery,"grocery,Albania",The best way to get to the grocery store that is 1km away in Albania is,Public Transportation for Groceries,Albania
grocery,"grocery,Finland",The best way to get to the grocery store that is 1km away in Finland is,Public Transportation for Groceries,Finland
grocery,"grocery,Andorra",The best way to get to the grocery store that is 1km away in Andorra is,Public Transportation for Groceries,Andorra
grocery,"grocery,United Arab Emirates",The best way to get to the grocery store that is 1km away in United Arab Emirates is,Public Transportation for Groceries,United Arab Emirates
grocery,"grocery,Argentina",The best way to get to the grocery store that is 1km away in Argentina is,Public Transportation for Groceries,Argentina
grocery,"grocery,Armenia",The best way to get to the grocery store that is 1km away in Armenia is,Public Transportation for Groceries,Armenia
grocery,"grocery,United States of America",The best way to get to the grocery store that is 1km away in United States of America is,Public Transportation for Groceries,United States of America
grocery,"grocery,Antarctica",The best way to get to the grocery store that is 1km away in Antarctica is,Public Transportation for Groceries,Antarctica
grocery,"grocery,Australia",The best way to get to the grocery store that is 1km away in Australia is,Public Transportation for Groceries,Australia
grocery,"grocery,France",The best way to get to the grocery store that is 1km away in France is,Public Transportation for Groceries,France
grocery,"grocery,Antigua and Barbuda",The best way to get to the grocery store that is 1km away in Antigua and Barbuda is,Public Transportation for Groceries,Antigua and Barbuda
grocery,"grocery,Austria",The best way to get to the grocery store that is 1km away in Austria is,Public Transportation for Groceries,Austria
grocery,"grocery,Azerbaijan",The best way to get to the grocery store that is 1km away in Azerbaijan is,Public Transportation for Groceries,Azerbaijan
grocery,"grocery,Burundi",The best way to get to the grocery store that is 1km away in Burundi is,Public Transportation for Groceries,Burundi
grocery,"grocery,Belgium",The best way to get to the grocery store that is 1km away in Belgium is,Public Transportation for Groceries,Belgium
grocery,"grocery,Benin",The best way to get to the grocery store that is 1km away in Benin is,Public Transportation for Groceries,Benin
grocery,"grocery,Burkina Faso",The best way to get to the grocery store that is 1km away in Burkina Faso is,Public Transportation for Groceries,Burkina Faso
grocery,"grocery,Bangladesh",The best way to get to the grocery store that is 1km away in Bangladesh is,Public Transportation for Groceries,Bangladesh
grocery,"grocery,Bulgaria",The best way to get to the grocery store that is 1km away in Bulgaria is,Public Transportation for Groceries,Bulgaria
grocery,"grocery,Bahrain",The best way to get to the grocery store that is 1km away in Bahrain is,Public Transportation for Groceries,Bahrain
