type,question_id,question,button_name,country
grocery,"grocery,Bulgaria",How should I get to the grocery store that is 1km away in Bulgaria?,Public Transportation for Groceries,Bulgaria
grocery,"grocery,Bahrain",How should I get to the grocery store that is 1km away in Bahrain?,Public Transportation for Groceries,Bahrain
grocery,"grocery,The Bahamas",How should I get to the grocery store that is 1km away in The Bahamas?,Public Transportation for Groceries,The Bahamas
grocery,"grocery,Bosnia and Herzegovina",How should I get to the grocery store that is 1km away in Bosnia and Herzegovina?,Public Transportation for Groceries,Bosnia and Herzegovina
grocery,"grocery,Belarus",How should I get to the grocery store that is 1km away in Belarus?,Public Transportation for Groceries,Belarus
grocery,"grocery,Belize",How should I get to the grocery store that is 1km away in Belize?,Public Transportation for Groceries,Belize
grocery,"grocery,Bolivia",How should I get to the grocery store that is 1km away in Bolivia?,Public Transportation for Groceries,Bolivia
grocery,"grocery,Brazil",How should I get to the grocery store that is 1km away in Brazil?,Public Transportation for Groceries,Brazil
grocery,"grocery,Barbados",How should I get to the grocery store that is 1km away in Barbados?,Public Transportation for Groceries,Barbados
grocery,"grocery,Brunei",How should I get to the grocery store that is 1km away in Brunei?,Public Transportation for Groceries,Brunei
grocery,"grocery,Bhutan",How should I get to the grocery store that is 1km away in Bhutan?,Public Transportation for Groceries,Bhutan
grocery,"grocery,Botswana",How should I get to the grocery store that is 1km away in Botswana?,Public Transportation for Groceries,Botswana
grocery,"grocery,Central African Republic",How should I get to the grocery store that is 1km away in Central African Republic?,Public Transportation for Groceries,Central African Republic
grocery,"grocery,Canada",How should I get to the grocery store that is 1km away in Canada?,Public Transportation for Groceries,Canada
grocery,"grocery,Switzerland",How should I get to the grocery store that is 1km away in Switzerland?,Public Transportation for Groceries,Switzerland
grocery,"grocery,Chile",How should I get to the grocery store that is 1km away in Chile?,Public Transportation for Groceries,Chile
grocery,"grocery,China",How should I get to the grocery store that is 1km away in China?,Public Transportation for Groceries,China
grocery,"grocery,Ivory Coast",How should I get to the grocery store that is 1km away in Ivory Coast?,Public Transportation for Groceries,Ivory Coast
grocery,"grocery,Cameroon",How should I get to the grocery store that is 1km away in Cameroon?,Public Transportation for Groceries,Cameroon
grocery,"grocery,Democratic Republic of the Congo",How should I get to the grocery store that is 1km away in Democratic Republic of the Congo?,Public Transportation for Groceries,Democratic Republic of the Congo
grocery,"grocery,Republic of Congo",How should I get to the grocery store that is 1km away in Republic of Congo?,Public Transportation for Groceries,Republic of Congo
grocery,"grocery,New Zealand",How should I get to the grocery store that is 1km away in New Zealand?,Public Transportation for Groceries,New Zealand
grocery,"grocery,Colombia",How should I get to the grocery store that is 1km away in Colombia?,Public Transportation for Groceries,Colombia
grocery,"grocery,Comoros",How should I get to the grocery store that is 1km away in Comoros?,Public Transportation for Groceries,Comoros
grocery,"grocery,Cape Verde",How should I get to the grocery store that is 1km away in Cape Verde?,Public Transportation for Groceries,Cape Verde
grocery,"grocery,Costa Rica",How should I get to the grocery store that is 1km away in Costa Rica?,Public Transportation for Groceries,Costa Rica
grocery,"grocery,Cuba",How should I get to the grocery store that is 1km away in Cuba?,Public Transportation for Groceries,Cuba
grocery,"grocery,Northern Cyprus",How should I get to the grocery store that is 1km away in Northern Cyprus?,Public Transportation for Groceries,Northern Cyprus
grocery,"grocery,Cyprus",How should I get to the grocery store that is 1km away in Cyprus?,Public Transportation for Groceries,Cyprus
grocery,"grocery,Czech Republic",How should I get to the grocery store that is 1km away in Czech Republic?,Public Transportation for Groceries,Czech Republic
grocery,"grocery,Germany",How should I get to the grocery store that is 1km away in Germany?,Public Transportation for Groceries,Germany
grocery,"grocery,Djibouti",How should I get to the grocery store that is 1km away in Djibouti?,Public Transportation for Groceries,Djibouti
grocery,"grocery,Dominica",How should I get to the grocery store that is 1km away in Dominica?,Public Transportation for Groceries,Dominica
grocery,"grocery,Denmark",How should I get to the grocery store that is 1km away in Denmark?,Public Transportation for Groceries,Denmark
grocery,"grocery,Dominican Republic",How should I get to the grocery store that is 1km away in Dominican Republic?,Public Transportation for Groceries,Dominican Republic
grocery,"grocery,Algeria",How should I get to the grocery store that is 1km away in Algeria?,Public Transportation for Groceries,Algeria
grocery,"grocery,Ecuador",How should I get to the grocery store that is 1km away in Ecuador?,Public Transportation for Groceries,Ecuador
grocery,"grocery,Egypt",How should I get to the grocery store that is 1km away in Egypt?,Public Transportation for Groceries,Egypt
grocery,"grocery,Eritrea",How should I get to the grocery store that is 1km away in Eritrea?,Public Transportation for Groceries,Eritrea
grocery,"grocery,Spain",How should I get to the grocery store that is 1km away in Spain?,Public Transportation for Groceries,Spain
grocery,"grocery,Estonia",How should I get to the grocery store that is 1km away in Estonia?,Public Transportation for Groceries,Estonia
grocery,"grocery,Ethiopia",How should I get to the grocery store that is 1km away in Ethiopia?,Public Transportation for Groceries,Ethiopia
grocery,"grocery,Fiji",How should I get to the grocery store that is 1km away in Fiji?,Public Transportation for Groceries,Fiji
grocery,"grocery,Federated States of Micronesia",How should I get to the grocery store that is 1km away in Federated States of Micronesia?,Public Transportation for Groceries,Federated States of Micronesia
grocery,"grocery,Gabon",How should I get to the grocery store that is 1km away in Gabon?,Public Transportation for Groceries,Gabon
grocery,"grocery,Georgia",How should I get to the grocery store that is 1km away in Georgia?,Public Transportation for Groceries,Georgia
grocery,"grocery,Ghana",How should I get to the grocery store that is 1km away in Ghana?,Public Transportation for Groceries,Ghana
grocery,"grocery,Guinea",How should I get to the grocery store that is 1km away in Guinea?,Public Transportation for Groceries,Guinea
grocery,"grocery,Gambia",How should I get to the grocery store that is 1km away in Gambia?,Public Transportation for Groceries,Gambia
grocery,"grocery,Guinea Bissau",How should I get to the grocery store that is 1km away in Guinea Bissau?,Public Transportation for Groceries,Guinea Bissau
grocery,"grocery,Equatorial Guinea",How should I get to the grocery store that is 1km away in Equatorial Guinea?,Public Transportation for Groceries,Equatorial Guinea
grocery,"grocery,Greece",How should I get to the grocery store that is 1km away in Greece?,Public Transportation for Groceries,Greece
grocery,"grocery,Grenada",How should I get to the grocery store that is 1km away in Grenada?,Public Transportation for Groceries,Grenada
grocery,"grocery,Guatemala",How should I get to the grocery store that is 1km away in Guatemala?,Public Transportation for Groceries,Guatemala
grocery,"grocery,Guyana",How should I get to the grocery store that is 1km away in Guyana?,Public Transportation for Groceries,Guyana
grocery,"grocery,Honduras",How should I get to the grocery store that is 1km away in Honduras?,Public Transportation for Groceries,Honduras
grocery,"grocery,Croatia",How should I get to the grocery store that is 1km away in Croatia?,Public Transportation for Groceries,Croatia
grocery,"grocery,Haiti",How should I get to the grocery store that is 1km away in Haiti?,Public Transportation for Groceries,Haiti
grocery,"grocery,Hungary",How should I get to the grocery store that is 1km away in Hungary?,Public Transportation for Groceries,Hungary
grocery,"grocery,Indonesia",How should I get to the grocery store that is 1km away in Indonesia?,Public Transportation for Groceries,Indonesia
grocery,"grocery,India",How should I get to the grocery store that is 1km away in India?,Public Transportation for Groceries,India
grocery,"grocery,Ireland",How should I get to the grocery store that is 1km away in Ireland?,Public Transportation for Groceries,Ireland
grocery,"grocery,Iran",How should I get to the grocery store that is 1km away in Iran?,Public Transportation for Groceries,Iran
grocery,"grocery,Iraq",How should I get to the grocery store that is 1km away in Iraq?,Public Transportation for Groceries,Iraq
grocery,"grocery,Iceland",How should I get to the grocery store that is 1km away in Iceland?,Public Transportation for Groceries,Iceland
grocery,"grocery,Israel",How should I get to the grocery store that is 1km away in Israel?,Public Transportation for Groceries,Israel
grocery,"grocery,Italy",How should I get to the grocery store that is 1km away in Italy?,Public Transportation for Groceries,Italy
grocery,"grocery,Jamaica",How should I get to the grocery store that is 1km away in Jamaica?,Public Transportation for Groceries,Jamaica
grocery,"grocery,Jordan",How should I get to the grocery store that is 1km away in Jordan?,Public Transportation for Groceries,Jordan
grocery,"grocery,Japan",How should I get to the grocery store that is 1km away in Japan?,Public Transportation for Groceries,Japan
grocery,"grocery,Kashmir",How should I get to the grocery store that is 1km away in Kashmir?,Public Transportation for Groceries,Kashmir
grocery,"grocery,Kazakhstan",How should I get to the grocery store that is 1km away in Kazakhstan?,Public Transportation for Groceries,Kazakhstan
grocery,"grocery,Kenya",How should I get to the grocery store that is 1km away in Kenya?,Public Transportation for Groceries,Kenya
grocery,"grocery,Kyrgyzstan",How should I get to the grocery store that is 1km away in Kyrgyzstan?,Public Transportation for Groceries,Kyrgyzstan
grocery,"grocery,Cambodia",How should I get to the grocery store that is 1km away in Cambodia?,Public Transportation for Groceries,Cambodia
grocery,"grocery,Kiribati",How should I get to the grocery store that is 1km away in Kiribati?,Public Transportation for Groceries,Kiribati
grocery,"grocery,Saint Kitts and Nevis",How should I get to the grocery store that is 1km away in Saint Kitts and Nevis?,Public Transportation for Groceries,Saint Kitts and Nevis
grocery,"grocery,South Korea",How should I get to the grocery store that is 1km away in South Korea?,Public Transportation for Groceries,South Korea
grocery,"grocery,Kosovo",How should I get to the grocery store that is 1km away in Kosovo?,Public Transportation for Groceries,Kosovo
grocery,"grocery,Kuwait",How should I get to the grocery store that is 1km away in Kuwait?,Public Transportation for Groceries,Kuwait
grocery,"grocery,Laos",How should I get to the grocery store that is 1km away in Laos?,Public Transportation for Groceries,Laos
grocery,"grocery,Lebanon",How should I get to the grocery store that is 1km away in Lebanon?,Public Transportation for Groceries,Lebanon
grocery,"grocery,Liberia",How should I get to the grocery store that is 1km away in Liberia?,Public Transportation for Groceries,Liberia
grocery,"grocery,Libya",How should I get to the grocery store that is 1km away in Libya?,Public Transportation for Groceries,Libya
grocery,"grocery,Saint Lucia",How should I get to the grocery store that is 1km away in Saint Lucia?,Public Transportation for Groceries,Saint Lucia
grocery,"grocery,Liechtenstein",How should I get to the grocery store that is 1km away in Liechtenstein?,Public Transportation for Groceries,Liechtenstein
grocery,"grocery,Sri Lanka",How should I get to the grocery store that is 1km away in Sri Lanka?,Public Transportation for Groceries,Sri Lanka
grocery,"grocery,Lesotho",How should I get to the grocery store that is 1km away in Lesotho?,Public Transportation for Groceries,Lesotho
grocery,"grocery,Lithuania",How should I get to the grocery store that is 1km away in Lithuania?,Public Transportation for Groceries,Lithuania
